question_type,has_solution,exam_year,semester,moed,question_number,url,data_resource,points,question_translation_latex,multiple_choice_answer,answer_translation_latex,number_of_possible_answers,topics_covered,dataset,translated_separately,question_in_hebrew,answer_in_hebrew,orig_answer_in_eng,should_translate,question_id,comments
A,TRUE,2014,a,a,3-b,T3/ds14aa-sol-official(vaad).pdf,TAU,na,na,na,na,na,na,na,,"הכניסו קבוצת איברים X1 בגודל n1 לטבלת hashing בגודל m שמשתמשת בשיטת ה-linear probing תוך שימוש בפונקצית hashing h. כל חיפוש בטבלה שהתקבלה דרש קריאה של לכל היותר k1 תאים בטבלה. הכניסו קבוצת איברים שניה X2 בגודל n2 לטבלת hashing שניה בגודל m שמשתמשת בשיטת ה-linear probing תוך שימוש באותה פונקצית ה-hashing h. כל חיפוש בטבלה שהתקבלה דרש קריאה של לכל היותר k2 תאים בטבלה. לבסוף הכניסו את כל איברי X1 ו-X2 לטבלת hashing שלישית בגודל m, שוב תוך שימוש בשיטת ה-linear probing ועם אותה פונקציה h. כל איברי X1 הוכנסו לטבלה לפני כל איברי X2. הסדר שבו הוכנסו איברי X1 ו-X2 לטבלה השלישית לא זהה בהכרח לסדר שבו הם הוכנסו לשתי הטבלאות הראשונות. נתון ש-n1+n2<m. תן/י חסם, לא אסימפטוטי, טוב ביותר על מספר התאים שיקראו בחיפוש של איבר מ-X1, של איבר מ-X2, ושל איבר שאינו ב-X1 ואינו ב-X2. (תן/י שלושה חסמים שונים סך הכל). נמק/י.","הערה: אם כל חיפוש בטבלה, כולל חיפוש לא מוצלח, דורש קריאה של לכל היותר k תאים אזי חיפוש של איבר שנמצא בטבלה דורש קריאה של לכל היותר k-1 תאים. איברי X1 יהיו באותו מקום שהיו בטבלה הראשונה, לכן חיפוש של איבר מ-X1 ידרוש קריאה של לכל היותר k1-1 תאים. איברים מ-X2 יכולים למלא את כל ה""חורים"" בין איברי X1, לכן: חיפוש של איבר מ-X2: n1+n2 חיפוש של איבר שאינו נמצא בטבלה: n1+n2+1",,,,total points: 20.00 
A,TRUE,2014,a,a,3-c,T3/ds14aa-sol-official(vaad).pdf,TAU,na,na,na,na,na,na,na,,"הנתונים הם כמו בסעיף ב אלא שהפעם הכניסו את כל איברי X1 ו-X2 לטבלת ה-hashing השלישית בגודל m תוך שימוש בשיטת ה-chaining ועם אותה פונקציה h. כל איברי X1 הוכנסו לטבלה לפני כל איברי X2. הסדר שבו הוכנסו איברי X1 ו-X2 לטבלה השלישית לא זהה בהכרח לסדר שבו הם הוכנסו לשתי הטבלאות הראשונות. תן/י חסם, לא אסימפטוטי, טוב ביותר על מספר המפתחות שיבחנו בעת חיפוש של איבר מ-X1, של איבר מ-X2, ושל איבר שאינו ב-X1 ואינו ב-X2 (תן/י שלושה חסמים שונים סך הכל). נמק/י.","למספר הערכים בכל רשימה חסום ע""י מספר התאים שנדרש לקרוא מן הטבלה (מינוס אחד כי חיפוש לא מוצלח ידרוש קריאה של תא ריק), לכן:
חיפוש איבר מ-X1 ידרוש קריאה של לכל היותר k1-1 מפתחות.
חיפוש איבר מ-X2 ידרוש קריאה של לכל היותר (k1-1)+(k2-1), כלומר k1+k2-2 מפתחות (אם הרשימות שורשרו לאותו תא).
גם חיפוש איבר שאינו ב-X1 ואינו ב-X2 ידרוש קריאה של לכל היותר k1+k2-2 מפתחות מאחר וזה אורך הרשימה המקסימלי.",,,,total points: 20.00 
A,TRUE,2014,a,a,3-d,T3/ds14aa-sol-official(vaad).pdf,TAU,na,na,na,na,na,na,na,,"חזרו שוב על הפעולות שתוארו בסעיף ב'. לאחר הכנסת כל איברי X1 ולאחר מכן כל איברי X2 לטבלה השלישית, מחקו מהטבלה את כל איברי X1 בסדר כלשהו, תוך שימוש באלגוריתם המחיקה שמזיז איברים בטבלה כפי שתואר בכיתה. תן/י חסם, לא אסימפטוטי, טוב ביותר על מספר התאים שיקראו בחיפוש של איבר מ-X2 ושל איבר שאינו ב-X2 (תן שני חסמים בסך הכל). נמק/י.","על פי אלגוריתם המחיקה, לאחר המחיקה הטבלה נמצאת באותו מצב שהיתה נמצאת אם האיבר לא היה נכנס מעולם, לכן מצב הטבלה זהה לטבלה שבה הוכנסו רק איברי .X2
לכן חיפוש איבר מ X2 ידרוש קריאה של לכל היותר k2-1 תאים, וחיפוש איבר שאינו ב X2 ידרוש קריאה של לכל היותר k2 תאים.",,,,total points: 20.00 
A,TRUE,2014,a,a,4-a,T3/ds14aa-sol-official(vaad).pdf,TAU,na,na,na,na,na,na,na,,"נתון גרף מכוון. הגרף מוגדר על-ידי קבוצה של n צמתים ו-m קשתות. כל קשת היא זוג סדור של צמתים. הקשתות היוצאות מכל צומת מאוכסנות ברשימה מקושרת (singly linked list).

כל צומת v מיוצג על ידי אובייקט שעליו ניתן לעשות את הפעולות הבאות בלבד:
edges(v): מחזירה את רשימת הקשתות שיוצאות מ-v.
נניח כי בגרף n צמתים שכל אחד מזוהה על ידי מספר שלם בין 1 ל-n. הפעולה id(v) מחזירה את המספר המתאים לצומת v.
הגרף כולו מיוצג על ידי מערך בגודל n בו התא id(v) מצביע לאובייקט המייצג את צומת v.

על רשימת קשתות L (היוצאות מצומת מסוים) ניתן לבצע את הפעולות הבאות בלבד:
first(L): מחזירה את הקשת הראשונה ברשימה.
delete-first(L): מסירה את הקשת הראשונה ברשימה.
insert-first(L,e): מכניסה אובייקט המייצג קשת e בתחילת רשימת הקשתות L.
length(L): מחזירה את אורך הרשימה L.
כל קשת e=(v,w) מיוצגת על ידי אובייקט שעליו ניתן לבצע את הפעולות הבאות בלבד:
next(e): מחזיר את הקשת העוקבת ל-e ברשימת הקשתות היוצאות מ-v.
delete-after(e): מסיר את הקשת שאחרי e ברשימת הקשתות שיוצאות מ-v.
source(e): מחזיר את הצומת v ממנו יוצאת e.
target(e): מחזיר את הצומת v אליו נכנסת e.
הפעולות שהוגדרו הן הפעולות היחידות שניתן לעשות על האובייקטים השונים המייצגים את הגרף.

לצורך ניתוח האלגוריתמים נסמן ב-d(v) את מספר הקשתות שיוצאות מ-v.

א. בהינתן שני צמתים v ו-w תאר אלגוריתם יעיל ככל שתוכל שבודק האם יש קשת מ-v ל-w. מה זמן הריצה של האלגוריתם?","עוברים על רשימת הקשתים שיוצאות מ-v ובודקים אם יש קשת (v,w). זמן ריצה O(d(v)).",,,,total points: 30.00 
A,TRUE,2014,a,a,4-b,T3/ds14aa-sol-official(vaad).pdf,TAU,na,na,na,na,na,na,na,,"בהינתן שני צמתים v ו-w תאר אלגוריתם דטרמניסטי יעיל ככל שתוכל שמחשב כמה שכנים משותפים יש ל-v ו-w, כלומר כמה צמתים x קיימים בגרף עבורן הקשתות (v,x) ו-(w,x) קיימות. ניתן להשתמש בזיכרון נוסף שגודלו פרופורציונאלי ל-d(v)+d(w). מהי סיבוכיות האלגוריתם שתיארת?","נתחזק מילון עם הצמתים שיש קשת מ-v אליהם. נכניס את כל השכנים של v למילון. לאחר מכן, נעבור על השכנים של w, ונבדוק אם השכן נמצא במילון – אם כן, זה שכן משותף. מילון יעיל: עץ חיפוש בינארי מאוזן. עונה על סיבוכיות הגודל. זמן ריצה (d(v) + d(w)) * log(d(v)). אפשר לבחור לעשות זאת על v או על w לפי מי שיש לו פחות צמתים, ואז זמן הריצה (d(v) + d(w)) * log(min(d(v), d(w))).",,,,total points: 30.00 
A,TRUE,2014,a,a,4-c,T3/ds14aa-sol-official(vaad).pdf,TAU,na,na,na,na,na,na,na,,"תאר אלגוריתם רנדומי יעיל ככל שתוכל למשימה בסעיף ב, מה סיבוכיות האלגוריתם שתיארת ?",נשתמש במילון .hash ההכנסה וחיפוש ייקחו בתוחלת .d(v)+d(w),,,,total points: 30.00 
A,TRUE,2014,a,a,4-d,T3/ds14aa-sol-official(vaad).pdf,TAU,na,na,na,na,na,na,na,,"תאר מימוש יעיל ככל שתוכל של פעולה delete(e) שמסירה את הקשת e מהגרף. גודל הזיכרון בו משתמשים ליצוג הגרף בכל רגע צריך להיות פרופורציונאלי לגודל הגרף באותו רגע. לצורך מימוש delete(e) ניתן להשתמש גם בפעולות הבאות המאפשרות לזכור ביט נוסף עם כל קשת ומספר נוסף עם כל צומת.
set-bit(e,b): זוכר את הביט b עם הקשת e. שדה זה מאותחל ל-0.
get-bit(e): מחזיר את הביט של הקשת e.
set-num(v,n): זוכר את המספר n עם הצומת v. שדה זה מאותחל ל-0.
get-num(v): מחזיר את המספר של הצומת v.
מימוש בזמן amortized O(1) יזכה במלוא הנקודות.
האם הוספת הפעולה delete(e) מצריכה שינוי באלגוריתמים שתיארת בסעיפים הקודמים?","פתרון על-ידי Lazy Deletions in singly linked lists שראיתם בכיתה (מצגת .(amortized הביט הנוסף מאפשר לזכור האם קשת ""מחוקה."" המספר בצומת מאפשר לזכור כמה קשתות מחוקות יש ברשימה.",,,,total points: 30.00 
A,TRUE,2014,a,a,4-e,T3/ds14aa-sol-official(vaad).pdf,TAU,na,na,na,na,na,na,na,,"תאר אלגוריתם יעיל ככל שתוכל שממיין את הקשתות ברשימת הקשתות היוצאות מכל צומת בסדר עולה לפי מספרו של הקדקוד אליו הן נכנסות. מהי סיבוכיות האלגוריתם שתיארת?
ניתן להשתמש במבני נתונים נוספים, סך כל הזיכרון שלהם צריך להיות ליניארי בגודל הגרף, אבל כדי לשנות את הגרף עצמו השתמשו רק בפעולות שהוגדרו בתחילת השאלה.","נמיין את כל הקשתות ביחד בעזרת radix sort. נסתכל על הקשתות כזוג ספרות בסיס n. נמיין על-ידי RS בבסיס n, זמן ריצה m+n. אחרי המיון ניתן להעביר את הקשתות של כל צומת לרשימה שלו ממויינות.",,,,total points: 30.00 
A,TRUE,2016,a,a,1-a,T3/ds16AA-sol.pdf,TAU,na,na,na,na,na,na,na,,"תאר/י מבנה נתונים שאיבריו הם זוגות של מפתחות (a,b) התומך בפעולות הבאות:
insert(a,b) – הוסף למבנה הנתונים את זוג המפתחות (a,b). ניתן להניח שהזוג מופיע במבנה הנתונים. על הפעולה להתבצע בזמן O(1) בתוחלת.
SearchAll(a) – החזר רשימה של כל זוגות המפתחות ש-a הוא המפתח השמאלי בהם. על הפעולה להתבצע בזמן O(1) בתוחלת.","נממש את מבנה הנתונים ע""י hash על המפתח השמאלי a כאשר כל תא בטבלת ה-hash מחזיק רשימה של כל זוגות המפתחות ש-a הוא המפתח השמאלי שלהם. insert יכניס את האיבר לתחילת הרשימה ו-SearchAll יחזיר את כל הרשימה.",,,,total points: 20.00 
A,TRUE,2016,a,a,1-b,T3/ds16AA-sol.pdf,TAU,na,na,na,na,na,na,na,,"הוסף/י למבנה הנתונים מהסעיף הקודם את הפעולות הבאות:
Delete(a,b) – מחק את זוג המפתחות (a,b) (אם קיים). על הפעולה להתבצע בזמן O(1) בתוחלת.
Search(a,b) – החזר את זוג המפתחות (a,b) אם קיים, אחרת החזר null. על הפעולה להתבצע בזמן O(1) בתוחלת.
שנה את פעולת Insert(a,b) כך שזוג המפתחות (a,b) יתווסף למבנה הנתונים רק אם הוא לא קיים בו. על הפעולות Insert(a,b), SearchAll(a) להתבצע בזמן O(1) בתוחלת.","בנוסף למבנה הנתונים מהסעיף הקודם נחזיק hash על המפתח השמאלי a כשכל תא בטבלת ה-hash מחזיק טבלת hash נוספת על המפתחות הימניים b של הזוגות שמופו לתא.
בנוסף נחזיק פוינטרים בין 2 מבני הנתונים.
Insert יוודא שהאיבר לא קיים בטבלת ה-hash הנוספת, יכניס אותה לטבלת ה-hash ולרשימה בטבלת ה-hash הראשונה.
Delete ימומש בצורה דומה ל-insert.
Search יבדוק האם האיבר קיים בטבלת ה-hash הנוספת. SearchAll ימומש כמו בסעיף הקודם.",,,,total points: 20.00 
A,TRUE,2016,a,a,2-a,T3/ds16AA-sol.pdf,TAU,na,na,na,na,na,na,na,,"נתונים n זוגות של מפתחות (a1,b1), (a2,b2),…, (an,bn), כך שכל מפתח ai וכל מפתח bj (עבור 1≤i,j≤n) הם מספרים שלמים מהתחום [1,10n]. תאר/י מבנה נתונים שניתן לבנות בזמן Worst case O(n) (בהינתן n זוגות המפתחות) ותומך בפעולה הבאה בזמן Worst case O(1):
SearchAll(a) – החזר רשימה של כל זוגות המפתחות ש-a הוא המפתח השמאלי בהם.","נאתחל טבלה עם 10n תאים, כך שהתא ה – i חזיק רשימה של כל זוגות המפתחות ש – i הוא המפתח השמאלי שלהם.",,,,total points: 20.00 
A,TRUE,2016,a,a,2-b,T3/ds16AA-sol.pdf,TAU,na,na,na,na,na,na,na,,"בהמשך לסעיף הקודם, הפעם נתון שכל המפתחות שלמים ומהתחום [1,n^3]. תאר/י מבנה נתונים שניתן לבנות אותו בזמן Worst case O(n) (בהינתן n זוגות המפתחות) ותומך בפעולה SearchAll בזמן Worst case O(log(n)).","נמיין ע""י sort radix את כל הזוגות לפי המפתח השמאלי.
נאתחל מערך בגודל n כך שתא i במערך יחזיק רשימה של כל הזוגות שהמפתח השמאלי שלהם הוא האיבר ה – i בגודלו מבין המפתחות השמאליים.",,,,total points: 20.00 
C,TRUE,2016,a,a,3,T3/ds16AA-sol.pdf,TAU,5,"Given a hash table implemented using the chaining method. The hash is composed of an array with 1,000 cells and currently contains about a million elements. Three operations are performed on it in sequence:
First operation: Adding an element that doesn't exist. Second operation: Deleting a random element that exists in the hash.
Third operation: Adding the element that was deleted in the second operation.
Let the expected running time of operation \(i\) be \(t_i\). What is the ratio between the running times of the 3 operations (assuming a new element is always added to the end of the chain)?
A. \(t_1=t_2=t_3\)
B. \(t_2 \approx 2t_3\), \(t_1=t_2\)
C. \(t_2 \approx t_3\), \(t_1 \approx 2t_2\)
D. \(t_2 \approx 2t_1\), \(t_1=t_3\)
E. None of the answers are correct

Explanation (required):",d,na,6,g,tested,,"נתון hash table הממומש בשיטת ה-chaining. ה-hash מורכב ממערך בגודל 1,000 תאים ויש בו כרגע כמיליון איברים. מבצעים עליו ברצף 3 פעולות:
פעולה ראשונה: הוספת איבר שלא קיים. פעולה שנייה: מחיקת איבר מקרי שקיים ב-hash.
פעולה שלישית: הוספת האיבר שמחקנו בפעולה השנייה.
נסמן את תוחלת זמן הריצה של פעולה i ב-ti. מהו היחס בין זמני הריצה של 3 הפעולות (כאשר איבר חדש מתווסף תמיד לסוף ה-chain)?
א. t1=t2=t3
ב. t2≈2t3 ,t1=t2
ג. t2≈t3 ,t1≈2t2
ד. t2≈2t1 ,t1=t3
ה. אף תשובה לא נכונה

הסבר (חובה):",na,,,,אין הסבר
C,TRUE,2016,a,a,4,T3/ds16AA-sol.pdf,TAU,6,na,b,na,5,i,untested,,"התבקשתם לממש את מבנה הנתונים הבא במודל ההשוואות (n הוא מספר האיברים במבנה הנתונים):
DeleteMin – מחיקת איבר המינימום בזמן אמורטייזד O(logn).
FindMin – החזרת איבר המינימום בזמן אמורטייזד O(1).
Insert(A) – הכנסת איבר A בזמן אמורטייזד O(1).
IncreaseKey(A,x) – הגדלת המפתח של איבר A ב-x בזמן אמורטייזד O(1).

א. ניתן לממש את מבנה הנתונים ע""י שימוש בערימות פיבונאצ'י מסוג מינימום ומקסימום עם פוינטרים ביניהם.
ב. לא ניתן לממש את מבנה הנתונים מאחר וניתן למיין בעזרתו בזמן ליניארי.
ג. ניתן לממש את מבנה הנתונים ע""י שימוש בערימת פיבונאצ'י מסוג מינימום ולממש את IncreaseKey ע""י חיתוך צומת A והוספתו כשורש חדש לערימה (במידה וכלל הערימה הופר).
ד. לא ניתן לממש את מבנה הנתונים אפילו בגירסה מצומצת יותר – ללא פעולת IncreaseKey.
ה. אף תשובה לא נכונה.

הסבר (חובה):",na,,,,אין הסבר
C,TRUE,2016,a,a,5,T3/ds16AA-sol.pdf,TAU,5,"\textbf{Reminder for the SELECT(i) algorithm to find the i-th largest element:}
1. Divide the array into groups of five.
2. Sort each group.
3. Find the median of the medians of the groups by select (denote it by x).
4. Perform a partition on the array according to x (denote m the position where x arrived).
5. If i=m, return x. Otherwise, if i<m continue recursively on the left part with i, otherwise continue recursively on the right part with i-m.

\textbf{A student implemented the algorithm but made the following changes in steps 1-3 of the algorithm:}
1. Instead of groups of five, he worked with groups of seven.
2. In step 3, by mistake, he found the 5/7-th element, meaning instead of finding the median of the medians of the groups of seven, he took the 5/7-th element among the medians, which he found by select.

\textbf{What is the recurrence relation describing the running time?}
A. It is not possible to run the algorithm on groups of seven.
B. \( T(n) \le T\left(\frac{17n}{21}\right) + O(n) \)
C. \( T(n) \le T\left(\frac{25n}{49}\right) + T\left(\frac{4n}{7}\right) + O(n) \)
D. \( T(n) \le T\left(\frac{41n}{49}\right) + T\left(\frac{n}{7}\right) + O(n) \)
E. \( T(n) \le T\left(\frac{25n}{49}\right) + T\left(\frac{n}{7}\right) + O(n) \)
F. \( T(n) \le T\left(\frac{41n}{49}\right) + T\left(\frac{4n}{7}\right) + O(n) \)
G. None of the answers is correct

\textbf{Explanation (required):}",d,na,7,m,tested,,"תזכורת לאלגוריתם SELECT(i) למציאת האיבר ה-i בגודלו:
1. חלק מערך לחמישיות.
2. מיין כל חמישיה.
3. מצא חציון חציוני החמישיות על-ידי select (סמן אותו ב-x).
4. בצע partition על המערך לפי x (סמן m המקום אליו x הגיע).
5. אם i=m, החזר x. אחרת, אם i<m המשך רקורסיבית על חלק שמאל עם i, אחרת המשך רקורסיבית על חלק ימין עם i-m.

סטודנט מימש את האלגוריתם, אך ביצע את השינויים הבאים בצעדים 1-3 של האלגוריתם:
1. במקום חמישיות הוא עבד עם שביעיות.
2. בשלב 3 בטעות מצא את האיבר ה-5/7, כלומר במקום למצוא את חציון חציוני השביעיות, הוא לקח את האיבר ה-5/7 מבין חציוני השביעיות, שאותו מצא על-ידי select.

מה נוסחת הנסיגה המתארת את זמן הריצה?
א. לא ניתן להפעיל את האלגוריתם על שביעיות.
ב. T(n) ≤ T(17n/21) + O(n)
ג. T(n) ≤ T(25n/49) + T(4n/7) + O(n)
ד. T(n) ≤ T(41n/49) + T(n/7) + O(n)
ה. T(n) ≤ T(25n/49) + T(n/7) + O(n)
ו. T(n) ≤ T(41n/49) + T(4n/7) + O(n)
ז. אף תשובה לא נכונה

הסבר (חובה):",na,,,,אין הסבר
C,TRUE,2016,a,a,6,T3/ds16AA-sol.pdf,TAU,5,"\begin{itemize}
    \item When performing delete on $v$, an internal node in a binary heap, the following actions are taken:
    \begin{enumerate}
        \item Swap $v$ with the rightmost leaf.
        \item Delete the rightmost leaf.
    \end{enumerate}
    What is the next step in the algorithm:
    \begin{enumerate}[label=\alph*.]
        \item This is not the implementation of delete in a binary heap.
        \item In a binary heap, only the minimum element can be deleted.
        \item Always perform Heapify-Up on $v$.
        \item Always perform Heapify-Down on $v$.
        \item Sometimes perform Heapify-Up on $v$ and sometimes Heapify-Down.
        \item None of the answers is correct.
    \end{enumerate}
    Explanation (required):
\end{itemize}",e,na,6,h,tested,,"כאשר מבצעים delete ל-v, צומת פנימי בערימה בינארית מתבצעות הפעולות הבאות:
1. מחליפים את v עם העלה הימני ביותר.
2. מוחקים את העלה הימני ביותר.
מהו השלב הבא באלגוריתם:
א. זהו לא המימוש של delete בערימה בינארית.
ב. בערימה בינארית ניתן למחוק רק את איבר המינימום.
ג. תמיד מבצעים Heapify-Up ל-v.
ד. תמיד מבצעים Heapify-Down ל-v.
ה. לפעמים מבצעים Heapify-Up ל-v ולפעמים Heapify-Down.
ו. אף תשובה לא נכונה.

הסבר (חובה):",na,,,,אין הסבר
C,TRUE,2016,a,a,7,T3/ds16AA-sol.pdf,TAU,6,"\textbf{You were asked to implement the following data structure, assuming that all keys are distinct from each other and $n$ is the number of elements in the data structure:}

\begin{itemize}
    \item \textbf{Insert(a)} - Insert a key $a$ in amortized time $O(\log n)$.
    \item \textbf{Delete(a)} - Delete a key $a$ in amortized time $O(\log n)$.
    \item \textbf{Find(a)} - Find a key $a$ in amortized time $O(\log n)$.
    \item \textbf{Count(a,b)} - Return the number of keys with values between $a$ and $b$.
\end{itemize}

\textbf{Let $x_{a,b}$ be the number of keys between $a$ and $b$. Find the most efficient implementation (in terms of amortized runtime) for Count without affecting the runtimes of the other operations.}

\begin{enumerate}
    \item[(a)] The data structure can be implemented using a red-black tree. Count can be implemented in time $O(x_{a,b} \log n)$ by finding $a$ and applying successor until finding $b$.
    \item[(b)] The data structure can be implemented using a red-black tree. Count can be implemented in time $O(x_{a,b})$ by finding $a$ and applying successor until finding $b$.
    \item[(c)] The data structure can be implemented using a red-black tree with size fields for each node. Count can be implemented in time $O(\log n + x_{a,b})$ by finding $a$ and $b$ and performing a binary search between them in the tree.
    \item[(d)] The data structure can be implemented using a red-black tree with size fields for each node. Count can be implemented in time $O(\log n)$ by finding $a$ and $b$ and looking at the appropriate nodes along the path from the root to $a$ and from the root to $b$.
    \item[(e)] The data structure can be implemented using a red-black tree. Count can be implemented in time $O(n)$ by sorting the tree and finding $a$ and $b$ in the sorted array.
    \item[(f)] The data structure can be implemented using a red-black tree. Count can be implemented in time $O(n \log n)$ by sorting the tree and finding $a$ and $b$ in the sorted array.
    \item[(g)] None of the answers are correct.
\end{enumerate}

\textbf{Explanation including full implementation:}",d,na,7,"b,f",tested,,"התבקשתם לממש את מבנה הנתונים הבא, כשניתן להניח שכל המפתחות שונים זה מזה ו-n הוא מספר האיברים במבנה הנתונים:
Insert(a) – הכנסת מפתח a בזמן אמורטייזד O(logn).
Delete(a) – מחיקת מפתח a בזמן אמורטייזד O(logn).
Find(a) - מציאת מפתח a בזמן אמורטייזד O(logn).
Count(a,b) – החזרת מספר המפתחות בערך בין a ל-b.

יהי xa,b מספר המפתחות בין a ל-b. מצא את המימוש היעיל ביותר (מבחינת זמן ריצה אמורטייזד) ל-Count מבלי לפגוע בזמני הפעולות האחרות.

א. ניתן לממש את מבנה הנתונים ע""י עץ אדום שחור. Count ימומש בזמן O(xa,b logn) ע""י מציאת a והפעלת successor עד למציאת b.
ב. ניתן לממש את מבנה הנתונים ע""י עץ אדום שחור. Count ימומש בזמן O(xa,b) ע""י מציאת a והפעלת successor עד למציאת b.
ג. ניתן לממש את מבנה הנתונים ע""י עץ אדום שחור עם שדות size לכל צומת. Count ימומש בזמן O(logn+xa,b) ע""י מציאת a ו-b וחיפוש בינארי ביניהם בעץ.
ד. ניתן לממש את מבנה הנתונים ע""י עץ אדום שחור עם שדות size לכל צומת. Count ימומש בזמן O(logn) ע""י מציאת a ו-b והסתכלות על הצמתים המתאימים במסלול מהשורש ל-a ומהשורש ל-b.
ה. ניתן לממש את מבנה הנתונים ע""י עץ אדום שחור. Count ימומש בזמן O(n) ע""י מיון העץ ומציאת a ו-b במערך הממויין.
ו. ניתן לממש את מבנה הנתונים ע""י עץ אדום שחור. Count ימומש בזמן O(nlogn) ע""י מיון העץ ומציאת a ו-b במערך הממויין.
ז. אף תשובה לא נכונה.

הסבר כולל מימוש מלא:",na,,,,"classified red-black trees as f
אין הסבר"
C,TRUE,2016,a,a,8,T3/ds16AA-sol.pdf,TAU,5,na,c,na,7,a,untested,,"השאלה הקודמת:
התבקשתם לממש את מבנה הנתונים הבא, כשניתן להניח שכל המפתחות שונים זה מזה ו-n הוא מספר האיברים במבנה הנתונים:
Insert(a) – הכנסת מפתח a בזמן אמורטייזד O(logn).
Delete(a) – מחיקת מפתח a בזמן אמורטייזד O(logn).
Find(a) - מציאת מפתח a בזמן אמורטייזד O(logn).
Count(a,b) – החזרת מספר המפתחות בערך בין a ל-b.

יהי xa,b מספר המפתחות בין a ל-b. מצא את המימוש היעיל ביותר (מבחינת זמן ריצה אמורטייזד) ל-Count מבלי לפגוע בזמני הפעולות האחרות.

א. ניתן לממש את מבנה הנתונים ע""י עץ אדום שחור. Count ימומש בזמן O(xa,b logn) ע""י מציאת a והפעלת successor עד למציאת b.
ב. ניתן לממש את מבנה הנתונים ע""י עץ אדום שחור. Count ימומש בזמן O(xa,b) ע""י מציאת a והפעלת successor עד למציאת b.
ג. ניתן לממש את מבנה הנתונים ע""י עץ אדום שחור עם שדות size לכל צומת. Count ימומש בזמן O(logn+xa,b) ע""י מציאת a ו-b וחיפוש בינארי ביניהם בעץ.
ד. ניתן לממש את מבנה הנתונים ע""י עץ אדום שחור עם שדות size לכל צומת. Count ימומש בזמן O(logn) ע""י מציאת a ו-b והסתכלות על הצמתים המתאימים במסלול מהשורש ל-a ומהשורש ל-b.
ה. ניתן לממש את מבנה הנתונים ע""י עץ אדום שחור. Count ימומש בזמן O(n) ע""י מיון העץ ומציאת a ו-b במערך הממויין.
ו. ניתן לממש את מבנה הנתונים ע""י עץ אדום שחור. Count ימומש בזמן O(nlogn) ע""י מיון העץ ומציאת a ו-b במערך הממויין.
ז. אף תשובה לא נכונה.

בהמשך לשאלה הקודמת התבקשתם להוסיף פעולת Print(a,b) שמדפיסה את כל המפתחות בין a ל-b במימוש היעיל ביותר האפשרי. אין לפגוע בזמני הריצה של הפעולות הקודמות.

א. Print ימומש בזמן O(xa,b logn).
ב. Print ימומש בזמן O(xa,b).
ג. Print ימומש בזמן O(logn+xa,b).
ד. Print ימומש בזמן O(logn).
ה. Print ימומש בזמן O(n).
ו. Print ימומש בזמן O(nlogn).
ז. אף תשובה לא נכונה.

הסבר כולל מימוש מלא:",na,,,,"תלוי בשאלה הקודמת
אין הסבר"
C,TRUE,2016,a,a,9,T3/ds16AA-sol.pdf,TAU,5,"\documentclass{article}
\begin{document}
The exam booklets are identified by the booklet number, which is a natural number between 1 and N. After grading the exams, the lecturers sorted the booklets so that booklet 1 is at the top of the stack and booklet N is at the bottom. On the way to the office, the booklets fell and got mixed in random order. Fortunately, the top √N booklets (indices 1 to √N) remained sorted. Unfortunately, all the bottom booklets (indices √N + 1 to N) are mixed in random order. This is how they arrived at the office.

To overcome the mishap and allow quick access to the booklets, the secretariat inserted them into a binary search tree by performing N insert operations according to the order the booklets arrived (the top = 1 first, and so on). Choose the most correct answer.
The worst-case search time in the worst order in the tree is (give the most tightly bound correct):
A. O(N).
B. O(log N).
C. O(N).
D. O(√log N).
E. No answer is correct.

Draw the tree and provide an explanation (mandatory):
\end{document}",c,na,5,e,tested,,"מחברות הבחינה מזוהות על ידי מספר המחברת שהוא מספר טבעי בין 1 ל-N. לאחר בדיקת הבחינות מוינו המחברות על ידי המרצים כך שמחברת 1 בראש הערימה ומחברת N בתחתיתה. בדרך למזכירות נפלו המחברות והתערבבו בסדר אקראי. למרבה המזל נשארו כל √N המחברות העליונות (אינדקסים 1 עד √N) ממוינות. לרוע המזל כל המחברות התחתונות (אינדקס √N + 1 עד N) הינן מעורבבות בסדר אקראי. כך הן הגיעו למזכירות.

כדי להתגבר על התקלה ולאפשר גישה מהירה למחברות הכניסה אותן המזכירות לעץ חיפוש בינארי על ידי ביצוע של N פעולות insert לפי סדר המחברות כפי שהגיעו אליה (העליונה = 1 ראשונה וכן הלאה.) בחרו את התשובה הנכונה ביותר.
זמן חיפוש case worst על הסדר הגרוע ביותר בעץ הינו (תנו את ההדוק ביותר הנכון):
א. O(N).
ב. O(log N).
ג. O(N).
ד. O(log N).
ה. אף תשובה לא נכונה.

ציירו את העץ וספקו הסבר (חובה):",na,,,,אין הסבר
