question_type,has_solution,exam_year,semester,moed,question_number,url,data_resource,points,question_translation_latex,multiple_choice_answer,answer_translation_latex,number_of_possible_answers,topics_covered,dataset,translated_separately,question_in_hebrew,answer_in_hebrew,orig_answer_in_eng,should_translate,question_id,comments,is_relevant
B,FALSE,2017,B,A,2-a,T3/ds17 BA sol 100(vaad).pdf,TAU,6,"\[
\text{In this question, we define a binary search tree named XAVL, which will be similar to a WAVL tree discussed in class or with some changes. Let } T \text{ be a binary search tree. We say that } T \text{ is a binary search tree of type XAVL if there is an assignment of ranks to the nodes of the tree such that:}
\]
\begin{itemize}
    \item \text{The rank of each leaf is } 0, \text{ and the rank of external leaves (EXT, children of a leaf) is } -1.
    \item \text{The rank differences between every internal node (non-leaf) and its two children are one of the following: } 2,1 \text{ or } 1,2 \text{ or } 2,2. \text{ (Note the difference: in an AVL tree, the allowed rank differences are } 2,1 \text{ or } 1,2 \text{ or } 1,1 \text{ and in a WAVL tree, the allowed rank differences are } 2,1 \text{ or } 1,2 \text{ or } 1,1 \text{ or } 2,2). 
\end{itemize}
\[
\text{a. Let } T \text{ be an XAVL tree such that the rank of the root is } r. \text{ What is the length of the shortest path from the root to a leaf? What is the length of the longest path from the root to a leaf?}
\]",na,na,na,"f,p,e",tested,,"בשאלה זו נגדיר עץ חיפוש בינארי בשם XAVL שיהיה דומה לעץ WAVL שלם בכיתה או עם מספר שינויים. יהי T עץ חיפוש בינארי.  נאמר ש T הינו עץ חיפוש בינארי מסוג XAVL אם קיימת השמה של דרגות לצמתי העץ כך שמתקיים:
•	דרגת כל עלה היא 0, ודרגת ""external leaves"") EXT, בנים של עלה) היא 1-.
•	הפרשי הדרגות בין כל צומת פנימי (שאינו עלה)  לשני בניו הם אחד מבין: 2,1 או 1,2 או 2,2  (שימו לב להבדל, בעץ AVL מותר הפרשי דרגות 2,1 או 1,2 או 1,1 ובעץ WAVL מותר הפרשי דרגות 2,1 או 1,2 או 1,1 או 2,2). 
א. יהיה T עץ XAVL כך שדרגת השורש הינה r. מהו אורך המסלול הקצר ביותר מהשורש לעלה? מהו אורך המסלול הארוך ביותר משורש לעלה?",na,,,,,
B,FALSE,2017,B,A,2-b,T3/ds17 BA sol 100(vaad).pdf,TAU,6,"\textbf{In this question we will define a binary search tree called XAVL that will be similar to the WAVL tree presented in class or with a few changes. Let \( T \) be a binary search tree. We say that \( T \) is a binary search tree of type XAVL if there exists an assignment of ranks to the nodes of the tree such that:}
\begin{itemize}
    \item \textbf{The rank of every leaf is 0, and the rank of ""external leaves"" (EXT, children of a leaf) is \(-1\).}
    \item \textbf{The rank differences between every internal node (which is not a leaf) and its two children are one of: \( 2,1 \) or \( 1,2 \) or \( 2,2 \) (note the difference, in an AVL tree rank differences of \( 2,1 \) or \( 1,2 \) or \( 1,1 \) are allowed, and in a WAVL tree rank differences of \( 2,1 \) or \( 1,2 \) or \( 1,1 \) or \( 2,2 \) are allowed).}
\end{itemize}
\textbf{b. Provide an asymptotic lower bound on the number of nodes in an XAVL tree whose root rank is \( r \). Deduce that the height of an XAVL tree containing \( n \) nodes is \( O(\log n) \).}",na,na,na,"f,p,e",tested,,"בשאלה זו נגדיר עץ חיפוש בינארי בשם XAVL שיהיה דומה לעץ WAVL שלם בכיתה או עם מספר שינויים. יהי T עץ חיפוש בינארי.  נאמר ש T הינו עץ חיפוש בינארי מסוג XAVL אם קיימת השמה של דרגות לצמתי העץ כך שמתקיים:
•	דרגת כל עלה היא 0, ודרגת ""external leaves"") EXT, בנים של עלה) היא 1-.
•	הפרשי הדרגות בין כל צומת פנימי (שאינו עלה)  לשני בניו הם אחד מבין: 2,1 או 1,2 או 2,2  (שימו לב להבדל, בעץ AVL מותר הפרשי דרגות 2,1 או 1,2 או 1,1 ובעץ WAVL מותר הפרשי דרגות 2,1 או 1,2 או 1,1 או 2,2). 
ב. תנו חסם תחתון (אסימפטוטי) על מספר הצמתים בעץ XAVL שדרגת השורש שלו היא  r. הסיקו שגובהו של עץ XVAL שמכיל n צמתים הינו  O(log n).",na,,,,,
A,FALSE,2017,B,A,2-c,T3/ds17 BA sol 100(vaad).pdf,TAU,6,"```latex
\begin{itemize}
    \item[c.] Describe an algorithm as efficient as possible that clusters a binary tree and returns some valid assignment of ranks to the nodes of the tree if such exists, and otherwise returns that there is no valid assignment for the XAVL tree. Note that it is necessary to return a valid assignment and not a binary answer whether a valid assignment exists or not. Analyze the running time of the algorithm.
\end{itemize}
```",na,na,na,na,na,,"ג. תארו אלגוריתם יעיל ככל האפשר המקבץ עץ בינארי, ומחזיר השמה חוקית כלשהי של דרגות לצמתי העץ אם יש כזו, ואחרת מחזיר שאין השמה חוקית לעץ  XAVL. שימו לב כי יש להחזיר השמה חוקית, ולא תשובה בינארית האם קיימת השמה חוקית או לא.  נתחו את זמן הריצה של האלגוריתם. ",na,,,,,
A,FALSE,2017,B,A,2-d,T3/ds17 BA sol 100(vaad).pdf,TAU,7,"```latex
d. Prove/Refute: Let \( T \) be a tree of type XAVL, then there exists a unique valid assignment of ranks to the nodes of the tree. 
(Prove that the assignment of ranks is unique, or refute with a counterexample of a binary search tree with two different valid assignments of ranks to the tree nodes.)
```",na,na,na,na,na,,"ד. הוכח/הפרך: יהא T עץ מסוג XAVL, אזי קיימת השמה חוקית יחידה של דרגות לצמתי העץ. 
(הוכח שההשמה של הדרגות הינה יחידה, או הפרך על ידי דוגמא נגדית של עץ חיפוש בינארי עם שתי השמות חוקיות שונות של דרגות לצמתי העצים)",na,,,,,
A,FALSE,2017,B,A,3-a,T3/ds17 BA sol 100(vaad).pdf,TAU,6,"To translate the given text into English in LaTeX format:

```latex
In this question, describe a data structure that supports the following operations on a set \( S \) where each element has a value from an ordered domain. Note: At any moment in set \( S \), there exists at most one element with value \( i \).

\begin{itemize}
    \item \textbf{Init(\(S\))}: Initialize \( S \) to the empty set in \( O(1) \) time.
    \item \textbf{Insert(\(x, S\))}: Add element \( x \) to \( S \).
    \item \textbf{Delete(\(x, S\))}: Delete \( x \) from \( S \). In this operation, assume we are given a pointer to the element \( x \) and also that \( x \) is in \( S \) before the operation.
    \item \textbf{EverDeleted(\(i, S\))}: Return 'yes' if a Delete operation was previously performed on an element with value \( i \) (whether or not an element with value \( i \) was re-inserted into \( S \) afterward). Otherwise, return 'no'. In this operation, the value \( i \) is given, not a pointer to the element.
\end{itemize}

\textbf{a.} Describe a data structure for which the Delete and Insert operations have a worst-case running time of \( O(\log n) \), and the EverDeleted operation has a worst-case running time of \( O(\log k) \), where \( k \) is the number of Delete operations performed since the data structure was initialized. 
\textbf{Note:} \( k \) is the number of Delete operations performed, and it may be significantly smaller than the total number of operations performed, i.e., it is possible that \( k \ll n \).
```",na,na,na,na,na,,"בשאלה זו יש לתאר מבנה נתונים שתומך בפעולות הבאות על קבוצה S שבה לכל איבר יש ערך מתחום סדור. הערה: בכל רגע בקבוצה S קיים לכל היותר איבר אחד שערכו i.

•	Init(S): אתחל את S לקבוצה הריקה בזמן O(1).
•	Insert(x, S): מוסיף איבר x ל-S.
•	Delete(x, S): מוחק את x מ-S. בפעולה זו נניח שנתון לנו מצביע לאיבר x וכן ש-x נמצא ב- S לפני הפעולה.
•	EverDeleted(i, S): מחזיר 'כן' אם נעשתה בעבר פעולת Delete על איבר שערכו i (בין אם לאחר מחיקתו הוכנס מחדש ל S איבר שערכו  iאו לא), אחרת מחזיר 'לא'. בפעולה זו נתון ערך i ולא מצביע לאיבר. 

א.	תאר מבנה נתונים עבורו לפעולות Delete, Insert יש זמן ריצה של O(logn) במקרה הגרוע ולפעולה EverDeleted יש זמן ריצה של O(log k) במקרה הגרוע, כאשר k הוא מספר הפעולות Delete שבוצעו מאז שמבנה הנתונים אותחל.  
שים לב: k הוא מספר פעולות ה Delete שבוצע וייתכן שהוא קטן באופן משמעותי מהמספר הכולל של פעולות שבוצעו, כלומר ייתכן ש k<<n.",na,,,,,
A,FALSE,2017,B,A,3-b,T3/ds17 BA sol 100(vaad).pdf,TAU,6,"```latex
\textbf{b.} We add the following operation to the data structure:
\texttt{StillDeleted(i, S)}: Returns 'yes' if after the last deletion of an element with the value \(i\) from \(S\), no new element with the value \(i\) was inserted; otherwise, returns 'no'.
Describe a data structure for which the operations \texttt{Insert} and \texttt{Delete} have a worst-case runtime of \(O(\log n)\), and the operations \texttt{EverDeleted} and \texttt{StillDeleted} have a worst-case runtime of \(O(\log k)\), where \(k\) is the number of \texttt{Delete} operations performed since the data structure was initialized.
```",na,na,na,na,na,,"ב.	נוסיף למבנה נתונים את הפעולה הבאה:
StillDeleted(i, S): מחזיר 'כן' אם  לאחר המחיקה האחרונה של איבר שערכו i  מ S  לא הוכנס מחדש איבר כלשהו שערכו i  , אחרת מחזיר 'לא'.
תאר מבנה נתונים עבורו לפעולות Insert, Delete יש זמן ריצה של O(log n)  במקרה הגרוע, ולפעולות    EverDeleted ו- StillDeleted  יש זמן ריצה של O(logk)  במקרה הגרוע, כאשר k הוא מספר פעולות ה Delete שבוצעו מאז שמבנה הנתונים אותחל. ",na,,,,,
A,FALSE,2017,B,A,3-c,T3/ds17 BA sol 100(vaad).pdf,TAU,7,"```latex
\textbf{c. Describe a data structure for which the Delete operation has a worst-case running time of } O(1) \textbf{, the Insert operation has an amortized running time of } O(\log n) \textbf{, and the EverDeleted and StillDeleted operations have an amortized running time of } O(\log k) \textbf{, where } k \textbf{ is the number of Delete operations performed since the data structure was initialized.}
```",na,na,na,na,na,,"ג.	תאר מבנה נתונים עבורו ל Delete יש זמן ריצה של O(1) במקרה הגרוע ביותר  לפעולה Insert יש זמן ריצה של O(logn) ב amortized, ול-  EverDeleted ו- StillDeleted  יש זמן ריצה של O(logk) amortized , כאשר k  הוא מספר פעולות ה Delete שבוצעו מאז שמבנה הנתונים אותחל. ",na,,,,,
A,FALSE,2017,B,A,3-d,T3/ds17 BA sol 100(vaad).pdf,TAU,6,"```latex
\documentclass{article}
\usepackage[utf8]{inputenc}
\usepackage{bidi} % For Hebrew support

\begin{document}
\R{D. Let us assume for this section that the number of times the algorithm will perform insertions is bounded by a parameter $N$ known to the data structure. Describe a data structure where the operations Delete, Insert, EverDeleted, and StillDeleted have an expected runtime of $O(1)$ (independent of $N$). It is allowed to use $O(N)$ space complexity.}
\end{document}
```",na,na,na,na,na,,"ד.	נניח לצורך הסעיף שמספר הפעמים שהאלגוריתם יעשה Insert חסום ע""י פרמטר N שידוע למבנה הנתונים. תאר מבנה נתונים עבורו ל Delete, Insert,   EverDeleted  ו- StillDeletedיש זמן ריצהO(1)  בתוחלת (בלי תלות ב N) מותר להשתמש בסיבוכיות מקום O(N).",na,,,,,
A,FALSE,2017,B,A,4-a,T3/ds17 BA sol 100(vaad).pdf,TAU,6,"Here is the translated text in LaTeX format:

```latex
In this question, we discuss a data structure that supports the following operations on a set $S$ from an ordered domain. Let $n$ denote the number of elements in $S$, and let $k \ll n$ be a parameter (not constant).

\begin{itemize}
    \item \textbf{Init}($S$): Initialize $S$ as the empty set in $O(1)$ time.
    \item \textbf{Insert}($x, S$): Adds an element $x$ to $S$.
    \item \textbf{Delete}($x, S$): Removes $x$ from $S$. In this operation, we assume that a pointer to the element $x$ is given and that $x$ is in $S$ before the operation.
    \item \textbf{Select}$_{\leq k}(i, S)$: This operation returns the $i$-th smallest element (the $i$-th order statistic, which has $i-1$ other elements that are less than or equal to it) among the elements of $S$. We always assume that $1 \leq i \leq k$ in this operation.
\end{itemize}

\textbf{a.} Describe a data structure where the running time of the \textbf{Insert} and \textbf{Delete} operations is $O(\log n)$ in the worst case, and the running time of the \textbf{Select}$_{\leq k}$ operation is $O(\log k)$ in the worst case (a solution that supports all operations in $O(\log n)$ time will receive half the points for this section).
```

This LaTeX format presents the translated text while maintaining the original formatting and structure.",na,na,na,na,na,,"בשאלה זאת נדון במבנה נתונים שתומך בפעולות הבאות על קבוצה S  מתחום סדור. נסמן ב- n את מספר האיברים של S, ויהי  k << n פרמטר (לא קבוע).  
•	Init(S): אתחל את S לקבוצה הריקה בזמן O(1).
•	Insert(x, S): מוסיף איבר x ל-S.
•	Delete(x, S): מוחק את x מ-S. בפעולה זו נניח שנתון לנו מצביע לאיבר x וכן ש-x נמצא ב S לפני הפעולה. 
•	Select_{\leq k} (i, S): הפעולה מחזירה את האיבר ה-i בגודלו (ה-i-th order statistic, שיש i-1  אברים אחרים קטנים או שווים לו) מבין איברי S. 
בפעולה זו תמיד נניח שמתקיים 1<=i<=k.

א.	תאר מבנה נתונים עבורו זמן הריצה של הפעולות Insert  ו Delete  הוא O(log n) במקרה הגרוע, וזמן הריצה של פעולת Select_{\leq k}  הוא O(log k)  במקרה הגרוע (פתרון שתומך בכל הפעולות בזמן  O(log n) יקבל חצי מהנקודות של סעיף זה)",na,,,,,
A,FALSE,2017,B,A,4-b,T3/ds17 BA sol 100(vaad).pdf,TAU,6,"```latex
b. Describe a data structure for which the operations \text{Insert}, \text{Select}_{\leq k} are performed in O(\log k) time in the worst case, and the \text{delete} operation is performed in amortized O(\log n) time.
```",na,na,na,na,na,,"ב.	תאר מבנה נתונים עבורו פעולות Insert, Select_{\leq k}   מתבצעות בזמן O(log k) במקרה הגרוע ביותר, ופעולת delete מתבצעת בזמן amortized O(log n).",na,,,,,
B,FALSE,2017,B,A,4-c,T3/ds17 BA sol 100(vaad).pdf,TAU,6,"```latex
\textbf{c. Prove/Disprove:} 

In this section, assume $k=7$ is a constant. Is it possible to support all operations Insert, Delete, Select_{\leq k} in constant time in the worst case? If possible, describe a suitable data structure, otherwise, prove that it is not possible.
```",na,na,na,k,untested,,"ג.	הוכח/הפרך:
בסעיף זה נניח k=7 קבוע. האם ניתן  לתמוך בכל הפעולות Insert ,Delete, Select_{\leq k}  בזמן קבוע במקרה הגרוע ביותר? במידה וניתן – תאר מבנה נתונים מתאים, אחרת הוכח שלא ניתן. ",na,,,,,
A,FALSE,2017,B,A,4-d,T3/ds17 BA sol 100(vaad).pdf,TAU,7,"To translate the text to English and format it using LaTeX:

```latex
\documentclass{article}
\usepackage{amsmath}

\begin{document}

Describe a data structure that meets the requirements of part (b), i.e., it still needs to support the operations:
\begin{itemize}
    \item Insert
    \item Select$_{\leq k}$ in worst-case time $O(\log k)$
    \item Delete in amortized time $O(\log n)$
\end{itemize}

In addition, the data structure should also support the operation:
\begin{itemize}
    \item DecreaseKey($x, \Delta, S$): Given a pointer to an element $x$ that is in $S$, the operation subtracts $\Delta$ from the key of the element $x$. In this operation, we assume we are given a pointer to the element $x$, that $x$ is in $S$, and that $\Delta > 0$.
\end{itemize}

Implement the DecreaseKey($x, \Delta, S$) operation in amortized time $O(\log k)$. In the runtime analysis of DecreaseKey, consider the case where the final position (the order statistics of the element, i.e., the position of the element in the sorted order after decreasing the key) is greater than $k$, and the case where the final position is less than or equal to $k$.

Explain why the runtime of DecreaseKey is amortized $O(\log k)$ (or better) for the case where the final position of $x$ is greater than $k$:

Explain why the runtime of DecreaseKey is amortized $O(\log k)$ (or better) for the case where the final position of $x$ is less than or equal to $k$:

\end{document}
```

This code includes the necessary LaTeX formatting to produce a document with the problem statement translated into English. The explanation sections are marked for further content, which would typically be filled in with the pertinent explanations.",na,na,na,na,na,,"	תאר מבנה נתונים שעונה לדרישות של סעיף ב', כלומר עדיין צריך לתמוך בפעולות:
	Insert, Select_{\leq k} בזמן O(log k)  במקרה הגרוע.
	Delete בזמן amortized O(log n).
בנוסף מבנה הנתונים צריך לתמוך גם בפעולה:
	DecreaseKey(x ,Δ , S): בהינתן מצביע לאיבר ס שנמצא ב- S , הפעולה מפחיתה Δ מהמפתח של האיבר x. בפעולה זו נניח שנתון לנו מצביע לאיבר x, ש-x נמצא ב-S, וכן Δ>0.

יש לממש את הפעולה DecreaseKey(x , Δ, S) בזמן amortized O(log k).
בניתוח זמן הריצה של DecreaseKey  יש להתייחס למקרה שהמיקום הסופי (הסדר הסטטיסטי של האיבר, כלומר המיקום של האיבר בסדר הממוין לאחר הקטנת המפתח) גדול  מ k, והמקרה שהמיקום הסופי קטן שווה k.


הסבר מדוע זמן הריצה שח DecreaseKey הינו amortized O(log k) (או טוב יותר) עבור המקרה שהמיקום הסופי של x גדול מ-k :

הסבר מדוע זמן הריצה שח DecreaseKey הינו amortized O(log k) (או טוב יותר) עבור המקרה שהמיקום הסופי של x קטן או שווה ל-k :",na,,,,,
D,TRUE,2013,B,B,1,T3/ds13BB-sol.pdf,TAU,5,"\textbf{The ""d-ary heap insertion position problem"" is the following problem:} Given a d-ary heap, represented by an array as learned in class. The root is at position 0, and the children of index i are at positions i·d+1, … , i·d+d. Additionally, a key is given that is not in the heap. We need to find the index where the key would be inserted at the end of the insertion process (the heap should not be modified). The insertion process is identical to the insertion process in a binary heap, except the parent of node i is located at the floor of (i-1)/d. It can be assumed that log and exponentiation operations take constant time.

What is the best running time to solve it?
A. \(O(1)\) 
B. \(O(d \log \log n)\) 
C. \(O(\log \log n - \log \log d)\) 
D. \(O(n \log \log d)\) 
E. \(O(\log \log n)\) 
F. \(O(\log n / \log d)\)",C,na,6,h,tested,,"בעיית ""מציאת מקום הכנסה d ""היא הבעיה הבאה: נתונה ערימה d-ארית, המיוצגת 
באמצעות מערך, כפי שנלמד בכיתה. השורש במקום 0, והילדים של אינדקס i במקומות 
i·d+1, … , i·d+d. כמו כן, נתון מפתח, שלא נמצא בערימה. צריך למצוא את האינדקס 
שהמפתח היה נכנס אליו בסוף תהליך ההכנסה )אין לשנות את הערימה). תהליך ההכנסה 
זהה לתהליך ההכנסה בערימה בינארית, רק שההורה של צומת i נמצא בערך תחתון של 
(i-1)/d. ניתן להניח שפעולות log והעלאה בחזקה לוקחות זמן קבוע

מה זמן הריצה הטוב ביותר לפתרון?
א. (1)O
ב. O(d log log n) 
ג. O(log log n - log log d)
ד. O(n log log d) 
ה. O(log log n)
ו. O(log n / log d) ",na,,,,,
C,TRUE,2013,B,B,2,T3/ds13BB-sol.pdf,TAU,5,"The problem of ""finding the degree of a Fibonacci heap insertion tree"" is as follows: Given a Fibonacci heap represented by a list of tree roots, where the degree is given at the root (as we learned in class). Also, a key is given that is not in the heap. You need to find what the degree of the tree to which the key would belong at the end of the insertion process would be (the heap should not be altered).

What is the best running time for the solution?  
A. \(O(1)\)  
B. \(O(\log \log n)\)  
C. \(O(\log n)\)  
D. \(O(\log^2 n)\)  
E. \(O(n)\)  
F. \(O(n \log n)\)  ",A,na,6,i,tested,,"בעיית ""מציאת דרגת עץ ההכנסה פיבונצ'י"" היא הבעיה הבאה: נתונה ערימת פיבונצ'י, 
המיוצגת באמצעות רשימת שורשי העצים, כשבשורש העץ נתונה דרגתו (כפי שנלמד 
בכיתה). כמו כן, נתון מפתח, שלא נמצא בערימה. צריך למצוא מה תהיה דרגת העץ שאליו 
המפתח היה נכנס בסוף תהליך ההכנסה (אין לשנות את הערימה).
מה זמן הריצה הטוב ביותר לפתרון?
א. (1)O
ב. O(log log n) 
ג. O(log n)
ד. O(log^2 n)
ה. O(n)
ו. O(n log n) ",na,,,,,
D,TRUE,2013,B,B,3,T3/ds13BB-sol.pdf,TAU,5,"\textbf{A student analyzed the running time of the binary counter data structure, as learned in the practice session.} \\
\text{Recall, the counter holds a binary number (initialized to 0) in an infinite array from index 0 (Least} \\
\text{significant bit, defined as the right side). The increment operation increases the counter value by 1 by} \\
\text{changing the contiguous 1s to the right of the first 0 to 0, and the first adjacent 0 to 1.} \\
\text{The student proposed the following potential function: the number of contiguous ones to the right} \\
\text{of the first 0. For example, if the stored number is 100100111011.. the potential value is 2.} \\
\text{The student used the formula learned in class to calculate amortized time: actual + } \\
\text{amortized = delta potential. What result will be obtained? Let n denote the number of increment operations.} \\
\text{A. Amortized time } O(1) \text{ for the increment operation.} \\
\text{B. Amortized time } O(1) \text{ for the increment operation when the value before the operation is odd, and } O(\log n) \text{ when the value before the operation is even.} \\
\text{C. Amortized time } O(1) \text{ for the increment operation when the value before the operation is even, and } O(\log n) \text{ when the value before the operation is odd.} \\
\text{D. Amortized time } O(\log n) \text{ for the increment operation.} \\
\text{E. Amortized time } O(n) \text{ for the increment operation.} \\
\text{F. The function is not valid for amortized time analysis.}",B,na,6,"b,p",tested,,"סטודנט ניתח את זמן הריצה של מבנה הנתונים מונה בינארי, כפי שנלמד בתרגול. 
להזכירכם, המונה מחזיק מספר בינארי (מאותחל ל0) במערך אינסופי מאינדקס 0 (Least
bit significant, נגדיר צד ימין). הפעולה increment מגדילה ב1 את הערך במונה על-
ידי שינוי ה1 הרצופים מימין ל0 הראשון, וה0 הראשון הצמוד אליהם ל1.
הסטודנט הציע את פונקציית הפוטנציאל הבאה: מספר האחדים הרצופים מימין ל0 הראשון. 
למשל, אם המספר השמור הוא 100100111011.. ערך הפוטנציאל הוא 2. 
הסטודנט נעזר בנוסחה שלמד בכיתה כדי לחשב זמן אמורטייזד: + actual = amortized
delta potential. מה התוצאה שיקבל? נסמן ב-n את מספר פעולות increment.
א. זמן (1)O אמורטייזד לפעולת increment.
ב. זמן (1)O אמורטייזד לפעולת increment כאשר הערך לפני הפעולה אי-זוגי, ו-O(log n) כאשר הערך לפני הפעולה זוגי.
ג. זמן (1)O אמורטייזד לפעולת increment, כאשר הערך לפני הפעולה זוגי, ו- O(log n) כאשר הערך לפני הפעולה אי-זוגי.
ד. זמן O(log n) אמורטייזד לפעולת increment.
ה. זמן O(n) אמורטייזד לפעולת increment.
ו. הפונקציה לא תקינה לניתוח זמן אמורטייזד.",na,,,,מונה בינארי,
D,TRUE,2013,B,B,4,T3/ds13BB-sol.pdf,TAU,5,"\textbf{A student analyzed the running time of a binary counter data structure, as learned in the exercise.} 

\textbf{As a reminder, the counter holds a binary number (initialized to 0) in an infinite array from index 0 (least bit significant, defined as the right side). The increment operation increases the value in the counter by 1 by changing the consecutive 1s to the right of the first 0, and the first 0 adjacent to them to 1.}

\textbf{The student proposed the following potential function: [number of ones] minus [number of zeros up to the leftmost one]. For example, if the number stored is 100100111011.., the potential value is 2 (7 minus 5).}

\textbf{The student used the formula learned in class to calculate amortized time: actual + delta potential = amortized. What result will be obtained? Let n denote the number of increment operations.}

\begin{enumerate}
\item Amortized time of \(O(1)\) for an increment operation.
\item Amortized time of \(O(1)\) for an increment operation when the value before the operation is odd, and \(O(\log n)\) when the value before the operation is even.
\item Amortized time of \(O(1)\) for an increment operation when the value before the operation is even, and \(O(\log n)\) when the value before the operation is odd.
\item Amortized time of \(O(\log n)\) for an increment operation.
\item Amortized time of \(O(n)\) for an increment operation.
\item The function is invalid for analyzing amortized time.
\end{enumerate}",F,na,6,"b,p",tested,,"סטודנט ניתח את זמן הריצה של מבנה הנתונים מונה בינארי, כפי שנלמד בתרגול. 
להזכירכם, המונה מחזיק מספר בינארי (מאותחל ל0) במערך אינסופי מאינדקס 0 (Least
bit significant, נגדיר צד ימין). הפעולה increment מגדילה ב1 את הערך במונה על-
ידי שינוי ה1 הרצופים מימין ל0 הראשון, וה0 הראשון הצמוד אליהם ל1.
הסטודנט הציע את פונקציית הפוטנציאל הבאה: [מספר האחדים] פחות [מספר האפסים עד האחד השמאלי ביותר]. למשל, אם המספר השמור הוא 100100111011.. ערך הפוטנציאל הוא 2 (7 פחות 5). 
הסטודנט נעזר בנוסחה שלמד בכיתה כדי לחשב זמן אמורטייזד: + actual = amortized
delta potential. מה התוצאה שיקבל? נסמן ב-n את מספר פעולות increment.

א. זמן (1)O אמורטייזד לפעולת increment.
ב. זמן (1)O אמורטייזד לפעולת increment כאשר הערך לפני הפעולה אי-זוגי, ו- O(log n) כאשר 
הערך לפני הפעולה זוגי.
ג. זמן (1)O אמורטייזד לפעולת increment, כאשר הערך לפני הפעולה זוגי, ו- O(log n) כאשר הערך לפני הפעולה אי-זוגי.
ד. זמן O(log n) אמורטייזד לפעולת increment.
ה. זמן O(n) אמורטייזד לפעולת increment.
ו. הפונקציה לא תקינה לניתוח זמן אמורטייזד.",na,,,,מונה בינארי,
D,TRUE,2013,B,B,5,T3/ds13BB-sol.pdf,TAU,5,"\[
\text{Graph } G=(V,E) \text{ contains vertices } v_1, \ldots, v_n \text{ and } m \text{ edges } (m > n), \text{ which are pairs } (v_i,v_j). \text{ Assume that each vertex and edge can be accessed in } O(1). \text{ Let algorithm } A \text{ use the Union-Find data structure. The implementation of each set is by a linked list containing the members of the set (with a pointer to the head of the list). Each element points to the representative of the set. Make-set creates a list with one element, pointing to the representative (in time } O(1)). \text{ Find is in } O(1) \text{ because there is a pointer to the representative. The Union operation links the lists (in time } O(1)) \text{ and updates all members of the smaller set to point to the representative of the larger set in linear time relative to the number of elements in the smaller set (the structure was presented in the tutorial). The size of the set is stored in the representative and updated in Union.}
\]

\noindent
\text{Algorithm A:}
\begin{enumerate}
    \item \text{For each vertex } i = 1 \text{ to } n, \text{ perform Make-set}(v_i).
    \item \text{Iterate over each edge and check if } \text{find}(v_i) = \text{find}(v_j). \text{ If not, perform Union}(v_i, v_j).
\end{enumerate}

\noindent
\text{What is the worst-case running time for the union operation?}

\begin{enumerate}[label=\alph*.]
    \item O(\alpha(n))
    \item O(\alpha(m))
    \item O(\log n)
    \item O(\log m)
    \item O(n)
    \item O(m)
\end{enumerate}",E,na,6,"a,n",tested,,"גרף G=(V,E) מכיל צמתים v1,…,vn וm קשתות (m>n), שהן זוגות (vi,vj). הניחו כי ניתן  לגשת לכל צומת וקשת ב-(1)O. יהי אלגוריתם A המשתמש במבנה נתונים -Union
Find. המימוש של כל קבוצה הוא על-ידי רשימה מקשורת שמכילה את איברי הקבוצה (עם 
מצביע לראש הרשימה). כל איבר מצביע לנציג של הקבוצה. Make-set יוצרת רשימה עם 
איבר אחד, שמצביע לנציג (בזמן O(1)). Find בזמן (1)O כי יש מצביע לנציג. הפעולה 
Union משרשרת את הרשימות (בזמן (1)O) ומעדכנת את כל איברי הקבוצה הקטנה יותר 
להצביע על הנציג של הקבוצה הגדולה יותר בזמן לינארי במספר איברי הקבוצה הקטנה 
(המבנה הוצג בתרגול). גודל הקבוצה שמור בנציג ומעודכן ב-Union.
האלגוריתם A:
1. לכל צומת מ1=i עד n בצע Make-set(vi).
2. עבור על כל קשת ובדוק אם find(vi)=find(vj). אם לא, בצע Union(vi,vj). 
מה זמן הריצה ב-case worst לפעולת union?
א.	O(α(n)) 
ב.	O(α(m)) 
ג.	O(log n) 
ד.	O(log m) 
ה.	O(n) 
ו.	O(m)",na,,,,,
